application_id,customer_id,pincode,applied_amount,loan_type,loan_start_date,income,occupation,status,successful_payments,delayed_payments,total_payments,interest_rate,tenure_months,npa_flag
8755,4700,122028,201000.0,Personal,2019-11-11,3817820,Retired,Inquired,91,7,98,17.18,120,0
8756,3232,122028,435000.0,Personal,2024-10-16,1686613,Salaried,Closed,16,2,18,13.67,24,0
8757,6708,122028,316000.0,MSME,2021-01-23,910285,Student,Approved,8,2,10,8.91,48,0
8758,4456,122028,187000.0,Education,2023-02-02,698134,Salaried,Closed,63,19,82,18.11,72,0
8759,9141,122028,647000.0,Home,2024-03-10,5391584,Salaried,Closed,95,0,95,10.63,24,0
8760,7997,122028,336000.0,Home,2024-10-30,398270,Business Owner,Approved,24,6,30,11.61,18,0
8761,7018,122028,335000.0,Personal,2024-09-02,2574776,Self-Employed,Ongoing,8,1,9,14.56,18,0
8762,9559,122028,226000.0,Education,2019-10-17,832866,Salaried,Rejected,20,2,22,7.56,48,0
8763,1223,122028,663000.0,Asset,2023-04-04,3819080,Salaried,Inquired,66,14,80,13.99,72,0
8764,5118,122028,561000.0,Education,2022-01-10,2924004,Self-Employed,Approved,81,18,99,13.12,6,0
8765,9350,122028,822000.0,Home,2024-02-10,420172,Self-Employed,Approved,74,9,83,12.87,6,0
8766,1895,122028,407000.0,Gold,2023-06-15,3411511,Self-Employed,Rejected,24,13,37,16.16,84,0
8767,6573,122028,743000.0,Home,2019-08-19,577110,Business Owner,Ongoing,28,8,36,9.82,6,0
8768,10104,122028,672000.0,MSME,2022-02-26,355242,Salaried,Ongoing,55,27,82,16.33,18,0
8769,1528,122028,299000.0,Home,2019-03-03,3157398,Salaried,Closed,13,8,21,8.07,60,0
8770,11861,122028,451000.0,Home,2023-07-25,523110,Self-Employed,Closed,34,5,39,8.56,84,0
8771,1192,122028,502000.0,Personal,2020-01-01,1173036,Student,Ongoing,70,28,98,14.93,36,0
8772,5502,122028,236000.0,Personal,2022-08-24,670595,Business Owner,Inquired,53,34,87,17.38,96,0
8773,8964,122028,505000.0,MSME,2023-03-04,760719,Salaried,Closed,92,5,97,13.41,60,0
8774,6224,122028,466000.0,Home,2021-04-27,1032597,Self-Employed,Closed,1,0,1,16.69,120,0
8775,7755,122028,344000.0,Home,2021-03-10,4446919,Self-Employed,Ongoing,74,24,98,15.64,72,0
8776,3665,122028,292000.0,Personal,2020-02-28,522133,Salaried,Closed,43,25,68,11.33,84,0
8777,5118,122028,290000.0,Personal,2020-01-01,599460,Salaried,Approved,90,1,91,15.37,6,0
8778,2109,122028,530000.0,Personal,2023-02-20,957649,Salaried,Ongoing,49,2,51,14.22,72,0
8779,5799,122028,553000.0,MSME,2021-06-23,893490,Salaried,Ongoing,12,1,13,16.4,72,0
8780,9149,122028,584000.0,Education,2024-08-13,293545,Self-Employed,Ongoing,55,24,79,12.84,72,0
8781,2744,122028,540000.0,Asset,2021-07-10,1080354,Salaried,Rejected,67,24,91,11.74,96,0
8782,11043,122028,216000.0,Personal,2024-08-28,423535,Salaried,Approved,16,2,18,15.07,72,0
8783,2430,122028,642000.0,Personal,2022-10-27,561444,Business Owner,Rejected,37,13,50,7.86,48,0
8784,7654,122028,236000.0,Gold,2024-10-05,748925,Salaried,Rejected,17,3,20,15.93,120,0
8785,3272,122028,689000.0,Home,2022-07-23,318164,Salaried,Approved,85,12,97,13.66,72,0
8786,7799,122028,375000.0,MSME,2024-10-12,835607,Salaried,Inquired,9,0,9,12.09,60,0
8787,9425,122028,368000.0,Home,2021-11-19,1149604,Salaried,Ongoing,80,3,83,16.86,60,0
8788,10802,122028,296000.0,Home,2020-01-29,527832,Salaried,Ongoing,30,16,46,16.1,120,0
8789,3232,122028,593000.0,Education,2021-02-14,602121,Self-Employed,Approved,57,31,88,11.5,120,0
8790,7878,122028,410000.0,Personal,2023-12-08,1053408,Business Owner,Rejected,8,2,10,10.58,6,0
8791,3910,122028,192000.0,Home,2020-08-19,961008,Salaried,Closed,48,31,79,17.02,60,0
8792,9459,122028,484000.0,Education,2023-10-21,485118,Salaried,Ongoing,30,2,32,10.21,84,0
8793,8964,122028,386000.0,Asset,2021-12-26,578677,Salaried,Ongoing,2,0,2,10.33,120,0
8794,5017,122028,559000.0,Asset,2023-01-24,447024,Self-Employed,Ongoing,60,3,63,14.27,96,0
8795,4727,122028,622000.0,Education,2022-02-16,332493,Salaried,Inquired,89,5,94,14.55,48,0
8796,3267,122028,452000.0,Home,2021-09-03,671627,Self-Employed,Approved,59,0,59,16.32,60,0
8797,5624,122028,345000.0,Home,2021-12-03,315389,Business Owner,Closed,60,36,96,14.58,72,0
8798,3065,122028,266000.0,Gold,2024-04-01,563696,Self-Employed,Closed,38,14,52,17.84,12,0
8799,4346,122028,752000.0,Home,2024-10-21,1490703,Self-Employed,Inquired,7,0,7,12.21,12,0
8800,6529,122028,581000.0,Education,2024-04-28,478686,Retired,Approved,5,2,7,15.68,48,0
8801,10602,122028,499000.0,Home,2020-12-21,972094,Business Owner,Inquired,56,37,93,17.29,72,0
8802,6407,122028,328000.0,Home,2019-02-09,363344,Self-Employed,Approved,16,9,25,11.08,6,0
8803,5943,122028,251000.0,Home,2022-12-14,650703,Salaried,Approved,51,9,60,15.25,6,0
8804,11014,122028,499000.0,Home,2023-08-06,274674,Business Owner,Rejected,35,3,38,17.24,72,0
8805,9789,122028,360000.0,Home,2021-04-10,867084,Salaried,Closed,17,3,20,9.77,84,0
8806,6958,122028,231000.0,Home,2020-06-24,300358,Student,Approved,78,1,79,11.79,96,0
8807,4622,122028,569000.0,Home,2019-07-27,4835341,Salaried,Approved,67,6,73,16.37,60,0
8808,2104,122028,621000.0,Home,2022-03-07,1115121,Self-Employed,Ongoing,76,13,89,13.49,18,0
8809,8393,122028,226000.0,MSME,2025-01-02,436877,Self-Employed,Ongoing,61,4,65,16.92,60,0
8810,2923,122028,284000.0,MSME,2020-11-25,1155424,Salaried,Ongoing,72,11,83,9.02,60,0
8811,7235,122028,356000.0,Education,2025-01-17,454565,Salaried,Approved,64,31,95,12.68,96,0
8812,5123,122028,257000.0,Personal,2021-08-16,4045538,Salaried,Ongoing,37,9,46,10.72,72,0
8813,3083,122028,480000.0,Asset,2023-12-12,1393326,Salaried,Defaulted (NPA),15,5,20,17.47,36,1
8814,3192,122028,419000.0,Asset,2024-04-17,484674,Salaried,Closed,21,11,32,7.82,72,0
8815,4763,122028,367000.0,Education,2019-02-27,1022906,Salaried,Rejected,78,18,96,12.21,120,0
8816,11255,122028,366000.0,MSME,2021-07-07,5467188,Self-Employed,Approved,16,5,21,9.6,36,0
8817,11858,122028,228000.0,MSME,2019-09-02,553624,Student,Ongoing,29,14,43,11.63,60,0
8818,6695,122028,665000.0,Education,2020-01-29,1024796,Business Owner,Approved,76,14,90,14.28,48,0
8819,340,122028,328000.0,Personal,2021-03-07,299537,Business Owner,Approved,43,8,51,18.34,120,0
8820,6614,122028,199000.0,MSME,2024-09-13,526087,Self-Employed,Approved,3,0,3,9.93,24,0
8821,11086,122028,605000.0,Personal,2024-11-06,787656,Business Owner,Approved,62,37,99,10.8,96,0
8822,11516,122028,527000.0,Education,2024-03-30,568127,Salaried,Ongoing,36,11,47,9.67,36,0
8823,6598,122028,201000.0,Asset,2023-04-30,330302,Salaried,Approved,41,9,50,10.13,96,0
8824,10107,122028,466000.0,Asset,2020-07-08,4561022,Self-Employed,Closed,75,2,77,14.5,6,0
8825,22,122028,753000.0,Home,2020-02-29,1156092,Salaried,Ongoing,74,18,92,11.07,48,0
8826,78,122028,334000.0,MSME,2020-01-07,3750355,Self-Employed,Closed,9,1,10,11.35,24,0
8827,37,122028,261000.0,MSME,2024-09-04,439487,Student,Approved,40,12,52,17.52,18,0
8828,11623,122028,464000.0,MSME,2024-07-15,3319282,Self-Employed,Approved,42,9,51,10.5,84,0
8829,9550,122028,790000.0,Personal,2020-01-09,634997,Retired,Approved,69,7,76,10.42,48,0
8830,8563,122028,183000.0,Home,2023-09-01,310442,Business Owner,Closed,74,8,82,17.57,72,0
8831,1153,122028,799000.0,Gold,2023-10-31,719661,Self-Employed,Approved,48,26,74,8.76,6,0
8832,3284,122028,305000.0,Home,2019-09-28,2908296,Retired,Rejected,37,18,55,10.32,18,0
8833,8119,122028,481000.0,Personal,2023-07-22,665935,Business Owner,Ongoing,5,1,6,16.93,120,0
8834,8385,122028,390000.0,MSME,2021-11-04,531716,Salaried,Rejected,59,15,74,18.5,18,0
8835,11973,122028,338000.0,Home,2022-10-21,291537,Self-Employed,Ongoing,60,22,82,9.89,6,0
8836,3011,122028,372000.0,Home,2023-07-23,1166768,Salaried,Ongoing,12,1,13,10.65,60,0
8837,5322,122028,449000.0,Personal,2021-06-16,358773,Salaried,Rejected,60,7,67,9.36,48,0
8838,11441,122028,105000.0,MSME,2023-10-14,582438,Retired,Closed,38,9,47,12.27,72,0
8839,11074,122028,530000.0,MSME,2023-01-12,882613,Business Owner,Rejected,75,6,81,13.96,72,0
8840,8007,122028,169000.0,Home,2023-01-10,1197523,Self-Employed,Closed,35,3,38,9.15,72,0
8841,9497,122028,306000.0,Gold,2023-01-28,202229,Business Owner,Defaulted (NPA),51,4,55,17.15,24,1
8842,8397,122028,557000.0,Home,2019-10-22,2970145,Self-Employed,Ongoing,68,4,72,10.05,12,0
8843,4311,122028,508000.0,Gold,2023-04-26,3848728,Salaried,Closed,43,5,48,11.68,24,0
8844,11726,122028,658000.0,MSME,2023-03-26,674282,Salaried,Approved,49,15,64,9.21,12,0
8845,9131,122028,625000.0,Home,2022-01-08,239754,Retired,Ongoing,18,9,27,17.36,48,0
8846,719,122028,373000.0,Education,2019-05-26,999488,Self-Employed,Ongoing,10,1,11,10.32,96,0
8847,3056,122028,611000.0,Personal,2023-07-12,698275,Self-Employed,Inquired,10,1,11,17.96,12,0
8848,12077,122028,608000.0,Gold,2023-04-05,528935,Business Owner,Inquired,16,4,20,12.2,96,0
8849,10585,122029,632000.0,Education,2021-10-08,505874,Salaried,Approved,68,13,81,10.23,60,0
8850,4184,122029,606000.0,Home,2020-11-04,1897535,Self-Employed,Approved,46,13,59,13.16,18,0
8851,8491,122029,470000.0,MSME,2023-04-20,642849,Student,Closed,38,5,43,9.46,120,0
8852,162,122029,332000.0,Asset,2021-08-18,336252,Business Owner,Approved,83,8,91,7.73,48,0
8853,8775,122029,477000.0,Personal,2021-06-03,1178812,Self-Employed,Approved,72,3,75,12.23,36,0
8854,9035,122029,432000.0,Personal,2024-09-30,2698528,Salaried,Approved,20,11,31,14.77,12,0
8855,9365,122029,585000.0,Personal,2024-07-12,347551,Retired,Ongoing,16,0,16,15.11,72,0
8856,7524,122029,335000.0,MSME,2021-05-13,4255208,Retired,Closed,75,7,82,9.06,72,0
8857,6448,122029,245000.0,Personal,2024-06-14,491648,Salaried,Approved,52,10,62,12.44,60,0
8858,6403,122029,337000.0,Asset,2022-11-08,1047570,Self-Employed,Approved,23,10,33,11.57,36,0
8859,7085,122029,246000.0,Home,2023-02-02,1015805,Business Owner,Approved,66,28,94,15.88,24,0
8860,871,122029,521000.0,Home,2023-08-24,595205,Salaried,Approved,24,2,26,11.42,24,0
8861,5398,122029,397000.0,Home,2022-06-06,4638643,Self-Employed,Ongoing,78,6,84,15.55,18,0
8862,4543,122029,471000.0,Gold,2024-06-18,4530933,Salaried,Closed,43,10,53,8.45,36,0
8863,9549,122029,539000.0,Home,2023-10-13,1071674,Self-Employed,Rejected,27,14,41,15.61,72,0
8864,7104,122029,722000.0,Personal,2020-10-15,369040,Student,Defaulted (NPA),51,22,73,16.97,60,1
8865,5311,122029,578000.0,Asset,2022-11-09,438929,Business Owner,Ongoing,36,16,52,10.77,60,0
8866,5277,122029,591000.0,Home,2022-03-24,739313,Business Owner,Approved,11,4,15,8.08,36,0
8867,1095,122029,422000.0,Personal,2023-05-08,4970876,Business Owner,Approved,50,33,83,13.28,96,0
8868,7484,122029,348000.0,Home,2020-02-26,480271,Student,Rejected,57,24,81,16.76,24,0
8869,508,122029,526000.0,Education,2021-03-16,523408,Salaried,Ongoing,30,0,30,12.56,72,0
8870,8998,122029,732000.0,Education,2021-05-19,563384,Self-Employed,Approved,29,9,38,17.03,120,0
8871,9830,122029,407000.0,MSME,2021-06-29,305728,Salaried,Defaulted (NPA),1,0,1,14.94,18,1
8872,9757,122029,829000.0,Gold,2023-08-04,1128574,Salaried,Closed,17,0,17,11.36,84,0
8873,5909,122029,635000.0,MSME,2019-11-16,846866,Self-Employed,Approved,27,12,39,7.89,18,0
8874,5923,122029,691000.0,Home,2019-12-27,1092259,Student,Approved,54,23,77,8.33,84,0
8875,6895,122029,450000.0,Personal,2024-12-06,3416636,Self-Employed,Approved,29,1,30,13.09,6,0
8876,8072,122029,616000.0,Personal,2023-08-16,390307,Self-Employed,Approved,44,12,56,18.39,36,0
8877,10965,122029,358000.0,MSME,2024-07-06,2084498,Self-Employed,Rejected,95,2,97,16.22,48,0
8878,5810,122029,517000.0,MSME,2022-10-06,469972,Self-Employed,Approved,23,8,31,13.98,18,0
8879,4266,122029,526000.0,Home,2021-03-05,704243,Self-Employed,Approved,48,4,52,9.82,36,0
8880,8628,122029,539000.0,Home,2019-03-17,2079974,Self-Employed,Approved,44,9,53,16.92,24,0
8881,8875,122029,290000.0,Personal,2019-03-02,1178559,Self-Employed,Rejected,84,7,91,10.19,84,0
8882,2501,122029,513000.0,Home,2021-02-12,249658,Business Owner,Ongoing,41,5,46,14.79,84,0
8883,5432,122029,557000.0,Personal,2022-06-23,358654,Student,Approved,24,13,37,11.9,120,0
8884,3353,122029,309000.0,Home,2021-05-14,641624,Salaried,Approved,52,29,81,13.37,18,0
8885,11131,122029,361000.0,Education,2022-01-14,570410,Salaried,Closed,82,8,90,15.1,120,0
8886,170,122029,245000.0,Home,2019-07-08,3309690,Salaried,Ongoing,94,3,97,7.55,84,0
8887,4347,122029,304000.0,Asset,2023-04-25,452638,Student,Ongoing,66,11,77,9.98,96,0
8888,10718,122029,243000.0,Asset,2019-03-29,350252,Salaried,Inquired,8,4,12,11.04,36,0
8889,1080,122029,298000.0,Personal,2021-11-24,281675,Salaried,Ongoing,16,1,17,11.12,84,0
8890,2354,122029,476000.0,Personal,2023-04-18,3804439,Salaried,Rejected,1,0,1,17.78,12,0
8891,4383,122029,542000.0,Personal,2024-03-05,900348,Business Owner,Ongoing,76,20,96,16.22,60,0
8892,8785,122029,393000.0,MSME,2022-10-08,849187,Salaried,Approved,11,5,16,15.77,72,0
8893,7839,122029,266000.0,Home,2024-01-28,286328,Retired,Closed,93,4,97,11.34,12,0
8894,7629,122029,615000.0,Home,2023-03-30,3365366,Salaried,Approved,37,16,53,10.32,6,0
8895,6736,122029,300000.0,Education,2019-06-03,3574158,Business Owner,Approved,36,10,46,12.1,120,0
8896,7511,122029,358000.0,Education,2019-08-15,2657554,Salaried,Approved,77,10,87,11.89,84,0
8897,5808,122029,294000.0,Home,2019-08-18,396203,Student,Ongoing,56,26,82,16.64,120,0
8898,10565,122029,438000.0,Asset,2021-02-18,224909,Salaried,Approved,85,3,88,18.16,18,0
8899,5979,122029,195000.0,MSME,2019-09-28,1822683,Self-Employed,Closed,26,13,39,15.81,60,0
8900,3100,122029,368000.0,Personal,2025-01-04,762555,Self-Employed,Closed,25,13,38,10.66,84,0
8901,10504,122029,360000.0,MSME,2020-04-04,799094,Business Owner,Approved,4,0,4,10.69,60,0
8902,9467,122029,506000.0,MSME,2022-12-15,452524,Salaried,Approved,53,35,88,9.68,24,0
8903,9428,122029,343000.0,Home,2023-11-10,215176,Retired,Defaulted (NPA),74,3,77,8.34,18,1
8904,11851,122029,353000.0,Home,2023-07-08,241230,Salaried,Approved,50,14,64,15.09,96,0
8905,5532,122029,478000.0,Personal,2021-12-12,4715575,Salaried,Closed,20,10,30,15.86,36,0
8906,11003,122029,378000.0,MSME,2021-07-08,2381701,Self-Employed,Closed,54,20,74,11.89,36,0
8907,6049,122029,380000.0,Personal,2024-12-15,1131868,Salaried,Approved,65,8,73,8.33,48,0
8908,3383,122029,627000.0,Home,2023-01-02,935124,Self-Employed,Rejected,96,4,100,14.82,96,0
8909,2409,122029,758000.0,Personal,2024-02-13,328174,Self-Employed,Closed,52,10,62,12.89,72,0
8910,2211,122029,420000.0,Personal,2023-03-01,297441,Self-Employed,Ongoing,56,7,63,7.66,60,0
8911,6665,122029,576000.0,Gold,2023-02-12,1144179,Salaried,Approved,38,18,56,14.51,84,0
8912,1574,122029,476000.0,Personal,2022-11-28,1783880,Student,Ongoing,62,22,84,12.96,84,0
8913,3244,122029,691000.0,Education,2019-11-24,979958,Salaried,Rejected,53,23,76,10.32,48,0
8914,9838,122029,324000.0,Gold,2019-11-15,565755,Salaried,Rejected,42,5,47,11.58,18,0
8915,7477,122029,237000.0,Home,2021-05-27,2237499,Self-Employed,Rejected,65,18,83,15.42,120,0
8916,6683,122030,235000.0,Personal,2024-11-15,895769,Salaried,Rejected,82,15,97,15.4,36,0
8917,6678,122030,562000.0,Asset,2021-08-25,990971,Salaried,Ongoing,28,8,36,8.66,18,0
8918,3488,122030,345000.0,MSME,2021-06-28,796269,Salaried,Defaulted (NPA),76,5,81,12.99,18,1
8919,1052,122030,600000.0,MSME,2024-01-13,841359,Salaried,Approved,32,1,33,14.28,84,0
8920,7673,122030,243000.0,Personal,2022-03-22,1667525,Business Owner,Rejected,78,7,85,8.92,48,0
8921,5149,122030,675000.0,Home,2022-03-13,429960,Self-Employed,Closed,10,2,12,16.0,18,0
8922,11094,122030,492000.0,Personal,2019-09-24,446234,Self-Employed,Approved,75,20,95,15.1,60,0
8923,11061,122030,794000.0,Home,2022-05-25,561693,Salaried,Rejected,19,8,27,11.17,72,0
8924,1924,122030,473000.0,Gold,2022-10-25,5132297,Business Owner,Approved,16,9,25,17.27,84,0
8925,3301,122030,291000.0,Home,2023-08-20,957501,Student,Approved,38,2,40,18.2,36,0
8926,5622,122030,348000.0,Personal,2024-10-21,549709,Salaried,Closed,41,9,50,14.46,36,0
8927,8444,122030,783000.0,MSME,2020-10-13,810873,Salaried,Rejected,32,0,32,12.79,6,0
8928,3098,122030,201000.0,Home,2023-01-20,684233,Student,Closed,39,12,51,16.84,18,0
8929,11276,122030,536000.0,Home,2019-04-14,469268,Self-Employed,Inquired,3,0,3,9.94,12,0
8930,8100,122030,829000.0,Personal,2023-07-28,1018107,Salaried,Approved,18,1,19,16.59,96,0
8931,9678,122030,576000.0,Asset,2019-09-26,509427,Business Owner,Closed,31,13,44,13.83,6,0
8932,6902,122030,249000.0,Personal,2021-03-08,486290,Salaried,Defaulted (NPA),21,4,25,12.87,72,1
8933,11526,122030,450000.0,Home,2021-10-03,302931,Business Owner,Ongoing,54,20,74,13.7,24,0
8934,8319,122030,324000.0,Asset,2019-08-14,1098259,Business Owner,Inquired,84,8,92,15.92,18,0
8935,6716,122030,338000.0,Home,2023-06-09,584733,Business Owner,Closed,53,8,61,9.44,24,0
8936,1707,122030,175000.0,Personal,2020-05-29,310824,Self-Employed,Closed,33,11,44,11.65,120,0
8937,866,122030,305000.0,MSME,2024-11-26,771554,Salaried,Approved,25,7,32,13.83,48,0
8938,4349,122030,555000.0,Personal,2022-05-16,957069,Retired,Ongoing,22,1,23,9.7,72,0
8939,9381,122030,232000.0,Personal,2022-12-26,3421646,Self-Employed,Inquired,96,2,98,13.36,120,0
8940,5102,122030,213000.0,Gold,2024-06-17,334681,Salaried,Approved,15,5,20,16.34,24,0
8941,7608,122030,333000.0,Home,2021-07-01,531835,Business Owner,Approved,15,4,19,11.09,6,0
8942,8117,122030,413000.0,MSME,2023-04-15,4316624,Salaried,Ongoing,45,10,55,14.36,24,0
8943,6031,122030,166000.0,Personal,2024-07-28,3034136,Salaried,Approved,50,30,80,10.03,24,0
8944,5422,122030,769000.0,Education,2019-08-04,903753,Business Owner,Ongoing,61,37,98,16.89,72,0
8945,9706,122030,198000.0,Personal,2024-07-28,4019782,Salaried,Closed,40,6,46,14.97,48,0
8946,2128,122030,504000.0,MSME,2022-09-23,391896,Self-Employed,Closed,27,13,40,13.0,96,0
8947,2809,122030,648000.0,MSME,2020-10-30,4239738,Salaried,Rejected,56,25,81,13.35,48,0
8948,10741,122030,856000.0,MSME,2020-06-09,525658,Student,Ongoing,67,18,85,17.17,84,0
8949,6674,122030,305000.0,MSME,2021-04-29,1187752,Salaried,Approved,57,0,57,16.98,96,0
8950,4922,122030,426000.0,Personal,2023-01-17,1152170,Salaried,Approved,13,1,14,10.32,18,0
8951,4942,122030,296000.0,Home,2024-07-10,350279,Self-Employed,Ongoing,62,26,88,14.68,120,0
8952,8123,122030,432000.0,Education,2020-09-30,1402173,Salaried,Rejected,36,2,38,12.9,18,0
8953,917,122030,545000.0,Personal,2019-11-18,463495,Salaried,Closed,31,2,33,15.39,84,0
8954,5525,122030,696000.0,Home,2024-06-29,833278,Self-Employed,Rejected,61,2,63,11.57,96,0
8955,2930,122030,338000.0,Personal,2020-02-26,1146849,Business Owner,Ongoing,27,15,42,10.2,120,0
8956,11454,122030,457000.0,Personal,2022-01-14,4385101,Salaried,Ongoing,11,7,18,13.61,72,0
8957,5743,122030,165000.0,MSME,2021-03-30,2662987,Salaried,Ongoing,42,0,42,8.21,60,0
8958,2668,122030,573000.0,Personal,2022-03-03,2224396,Student,Ongoing,57,11,68,13.18,96,0
8959,5803,122030,379000.0,Asset,2021-12-11,887136,Salaried,Approved,67,33,100,11.46,48,0
8960,5079,122030,687000.0,Education,2019-07-12,1157090,Student,Closed,76,2,78,8.27,36,0
8961,1717,122030,460000.0,Personal,2023-03-23,457746,Self-Employed,Ongoing,50,21,71,7.99,96,0
8962,3042,122030,203000.0,Home,2023-10-21,813808,Student,Approved,25,9,34,16.08,96,0
8963,2843,122030,159000.0,Education,2020-03-19,741903,Self-Employed,Ongoing,11,3,14,14.42,60,0
8964,5819,122030,289000.0,MSME,2021-05-26,946648,Retired,Ongoing,24,9,33,9.05,12,0
8965,4297,122030,174000.0,Personal,2024-05-31,428127,Business Owner,Approved,52,32,84,17.09,120,0
8966,2108,122030,682000.0,Asset,2021-12-06,1099721,Self-Employed,Approved,6,0,6,15.78,120,0
8967,3585,122030,321000.0,MSME,2019-08-01,882894,Self-Employed,Approved,38,18,56,17.16,36,0
8968,5709,122030,240000.0,Home,2019-10-26,1062040,Salaried,Closed,25,3,28,16.57,36,0
8969,476,122030,319000.0,Home,2022-04-12,468393,Salaried,Defaulted (NPA),43,24,67,9.41,48,1
8970,3127,122030,238000.0,Education,2021-01-29,5374437,Salaried,Approved,14,8,22,10.32,84,0
8971,3294,122030,310000.0,Home,2019-11-13,3656334,Salaried,Closed,89,2,91,10.73,24,0
8972,2563,122030,765000.0,Personal,2022-09-14,1437854,Salaried,Approved,57,0,57,11.03,72,0
8973,5668,122030,873000.0,Education,2019-10-29,252398,Business Owner,Ongoing,71,17,88,13.61,84,0
8974,8880,122030,221000.0,Personal,2022-08-05,1009761,Retired,Ongoing,67,27,94,9.12,18,0
8975,9220,122030,307000.0,Education,2024-01-01,887479,Self-Employed,Closed,22,7,29,8.9,60,0
8976,8641,122030,364000.0,Personal,2024-08-29,1185301,Business Owner,Approved,5,0,5,8.51,84,0
8977,6975,122030,195000.0,Education,2022-09-09,380288,Self-Employed,Closed,79,7,86,12.84,12,0
8978,10967,122030,317000.0,Home,2024-11-12,972718,Salaried,Ongoing,68,0,68,16.1,96,0
8979,622,122030,205000.0,Personal,2020-03-14,1080941,Retired,Closed,7,0,7,17.03,48,0
8980,5884,122030,425000.0,Personal,2021-02-20,924132,Salaried,Approved,11,0,11,14.93,120,0
8981,754,122030,641000.0,Home,2024-07-07,691887,Self-Employed,Closed,69,22,91,17.81,96,0
8982,3622,122030,742000.0,Education,2019-07-30,259942,Self-Employed,Ongoing,33,11,44,16.74,18,0
8983,899,122030,822000.0,Education,2024-10-14,3287121,Business Owner,Approved,5,1,6,9.07,24,0
8984,1494,122030,795000.0,Education,2021-09-14,872169,Salaried,Closed,57,36,93,10.76,84,0
8985,9839,122030,435000.0,MSME,2020-04-22,567287,Salaried,Defaulted (NPA),53,25,78,9.82,60,1
8986,11911,122030,315000.0,MSME,2024-07-27,555506,Business Owner,Approved,37,15,52,15.05,72,0
8987,335,122030,446000.0,MSME,2022-02-03,780915,Salaried,Defaulted (NPA),56,32,88,14.08,84,1
8988,2604,122030,232000.0,Home,2023-10-01,3574547,Salaried,Ongoing,49,25,74,17.14,72,0
8989,8818,122030,347000.0,Home,2022-07-11,866566,Salaried,Ongoing,8,3,11,7.72,36,0
8990,2531,122030,291000.0,Personal,2022-12-07,202739,Student,Approved,18,1,19,16.93,12,0
8991,8249,122030,162000.0,Home,2022-10-20,5038836,Salaried,Rejected,58,1,59,7.56,60,0
8992,11309,122030,679000.0,Personal,2023-06-11,593026,Salaried,Closed,51,5,56,12.48,6,0
8993,7096,122030,397000.0,Home,2019-01-28,860736,Retired,Closed,7,1,8,11.07,120,0
8994,10744,122030,414000.0,MSME,2021-02-15,965522,Self-Employed,Ongoing,66,0,66,16.78,120,0
8995,11393,122030,208000.0,Personal,2021-03-27,901487,Self-Employed,Closed,68,10,78,14.17,6,0
8996,7721,122030,351000.0,Asset,2023-02-04,496762,Salaried,Closed,21,3,24,11.64,36,0
8997,1278,122030,349000.0,Home,2022-01-21,4431400,Salaried,Ongoing,40,6,46,11.49,36,0
8998,2714,122030,460000.0,Home,2020-03-09,1075960,Self-Employed,Ongoing,68,28,96,11.84,84,0
8999,4660,122030,605000.0,MSME,2024-01-30,1066900,Salaried,Rejected,79,16,95,16.27,120,0
9000,413,122030,565000.0,Gold,2022-12-19,338606,Business Owner,Ongoing,41,26,67,8.3,36,0
9001,5029,122030,268000.0,Home,2024-01-19,761472,Self-Employed,Approved,22,6,28,11.15,36,0
9002,8009,122030,272000.0,Home,2020-07-01,1154639,Salaried,Approved,14,3,17,7.96,6,0
9003,4673,122030,417000.0,Personal,2021-06-22,2049061,Business Owner,Rejected,4,1,5,12.59,84,0
9004,5845,122030,551000.0,Asset,2023-12-26,490237,Salaried,Ongoing,62,10,72,11.4,72,0
9005,9573,122030,348000.0,Home,2024-04-04,4158479,Retired,Approved,82,6,88,9.63,24,0
9006,11995,122030,277000.0,Personal,2021-01-07,3239900,Student,Approved,55,17,72,11.11,96,0
9007,9711,122030,252000.0,MSME,2023-01-19,323518,Retired,Approved,4,0,4,9.21,6,0
9008,4283,122030,475000.0,Home,2022-04-21,919474,Self-Employed,Closed,36,1,37,17.95,48,0
9009,842,122030,486000.0,Education,2023-03-09,305430,Salaried,Inquired,60,9,69,7.81,72,0
9010,526,122030,858000.0,Asset,2024-11-23,1160614,Retired,Rejected,67,31,98,9.76,48,0
9011,11200,122030,600000.0,Asset,2024-08-06,1077154,Self-Employed,Rejected,55,9,64,10.8,18,0
9012,7916,122031,277000.0,Asset,2022-08-06,970361,Student,Closed,28,0,28,10.83,24,0
9013,9235,122031,390000.0,Education,2021-12-11,259611,Salaried,Closed,54,14,68,16.6,60,0
9014,9448,122031,292000.0,Personal,2020-09-24,872734,Salaried,Closed,54,18,72,13.91,84,0
9015,10891,122031,250000.0,Home,2021-02-05,376026,Self-Employed,Closed,12,2,14,16.52,36,0
9016,6774,122031,749000.0,Education,2023-04-22,819647,Salaried,Closed,80,20,100,15.88,48,0
9017,6611,122031,339000.0,Home,2022-01-02,4042320,Salaried,Closed,49,15,64,16.31,12,0
9018,5510,122031,249000.0,MSME,2024-03-06,839500,Retired,Ongoing,73,1,74,13.14,72,0
9019,1696,122031,520000.0,MSME,2020-02-05,5081355,Salaried,Closed,62,6,68,9.51,120,0
9020,10059,122031,180000.0,Education,2020-12-09,525069,Salaried,Closed,74,5,79,15.38,120,0
